Time (UTC),Barometric Pressure (mbar),Temperature (degrees F),Dewpoint (degrees F),Relative Humidity (%),Wind speed (mph),Wind direction (degrees),Analysis Barometric Pressure (mbar),Analysis Temperature (degrees F),Analysis Dewpoint (degrees F),Analysis Relative Humidity (%),Analysis Wind speed (mph),Analysis Wind direction (degrees)
5/9/2018 15:00,1003.83,77,67.3,72,4,230,,,,,,
5/10/2018 6:00,1007.96,70.7,67.3,88,0,0,,,,,,
5/10/2018 9:00,1008.3,77.7,68,72,7,250,,,,,,
5/10/2018 15:00,1005.28,77,68.4,74,0,0,,,,,,
5/11/2018 12:00,1006.62,65.8,65.8,100,0,0,,,,,,
5/11/2018 15:00,1004.83,68,66.7,95,0,0,,,,,,
5/12/2018 15:00,1004.27,77.7,67.3,70,0,0,,,,,,
5/13/2018 15:00,1004.16,75.9,69.4,80,0,0,,,,,,
5/14/2018 9:00,1007.29,78.8,68,69,5,160,,,,,,
5/14/2018 15:00,1002.37,80.2,64.6,58,0,0,,,,,,
5/15/2018 12:00,1005.39,76.1,66.7,72,4,270,,,,,,
5/15/2018 15:00,1004.83,76.1,65.3,69,0,0,,,,,,
5/16/2018 6:00,1009.86,67.1,64.8,92,0,0,,,,,,
5/16/2018 9:00,1009.52,72.5,63.1,72,7,140,,,,,,
5/19/2018 9:00,1008.52,66.2,65.7,98,0,0,,,,,,
5/20/2018 9:00,1007.51,72.3,66.9,83,4,270,,,,,,
5/21/2018 15:00,1005.17,73.4,66.7,79,4,180,,,,,,
5/22/2018 9:00,1010.42,69.8,65.8,87,3,180,,,,,,
5/22/2018 15:00,1007.07,71.6,63.5,75,0,0,,,,,,
5/23/2018 6:00,1009.97,67.1,67.1,100,0,0,,,,,,
5/23/2018 15:00,1006.73,71.6,66.2,83,2,180,,,,,,
5/24/2018 15:00,1005.5,76.1,64,66,2,110,,,,,,
5/25/2018 15:00,1004.72,76.1,67.3,74,0,0,,,,,,
5/26/2018 6:00,1008.63,69.8,67.6,92,0,0,,,,,,
5/26/2018 9:00,1008.07,74.3,66.7,77,0,0,,,,,,
5/26/2018 12:00,1005.95,72,68.7,89,0,0,,,,,,
5/26/2018 15:00,1005.28,75.2,67.1,75,2,160,,,,,,
5/27/2018 6:00,1009.19,69.8,67.1,91,2,180,,,,,,
5/27/2018 9:00,1009.41,75.2,67.1,75,4,90,,,,,,
5/27/2018 12:00,1006.51,77,66.2,69,0,0,,,,,,
5/27/2018 15:00,1006.28,73.8,66.6,78,2,180,,,,,,
5/28/2018 6:00,1010.53,68,66.7,95,0,0,,,,,,
5/28/2018 9:00,1009.75,76.1,66.7,72,3,160,,,,,,
5/28/2018 12:00,,78.8,63.7,59,2,160,,,,,,
5/28/2018 15:00,1006.4,76.1,62.6,63,0,0,,,,,,
5/29/2018 15:00,1006.06,77,63.5,63,4,160,,,,,,
5/30/2018 12:00,1007.29,79.2,63.9,59,4,270,,,,,,
5/31/2018 6:00,1009.19,73,67.6,83,0,0,,,,,,
5/31/2018 9:00,1009.3,77,67.6,72,0,0,,,,,,
5/31/2018 15:00,1006.73,77,66.2,69,3,160,,,,,,
6/1/2018 15:00,1006.17,77.9,65.8,66,2,160,,,,,,
6/2/2018 6:00,1009.64,69.8,67.1,91,2,90,,,,,,
6/2/2018 9:00,1009.97,77,66.2,69,3,180,,,,,,
6/2/2018 12:00,1007.63,76.1,69.4,79,5,230,,,,,,
6/3/2018 6:00,1009.41,68.4,68.4,100,0,0,,,,,,
6/3/2018 9:00,1008.63,77,67.3,72,0,0,,,,,,
6/3/2018 12:00,1006.73,77,66.2,69,2,230,,,,,,
6/3/2018 15:00,1005.84,77,66.7,70,4,180,,,,,,
6/5/2018 6:00,1009.41,66.9,65.8,96,0,0,,,,,,
6/5/2018 9:00,1009.41,70.7,66.2,85,0,0,,,,,,
6/6/2018 15:00,1007.74,72.7,65.7,78,0,0,,,,,,
6/7/2018 6:00,1010.42,67.6,66.9,97,0,0,,,,,,
6/7/2018 9:00,1010.2,75.2,66.6,74,0,0,,,,,,
6/8/2018 15:00,1008.18,74.3,64.9,72,2,180,,,,,,
6/9/2018 15:00,1007.74,77.4,62.1,59,3,160,,,,,,
6/10/2018 15:00,1007.63,77,64.9,66,2,180,,,,,,
6/11/2018 6:00,1010.64,73.8,67.8,81,3,50,,,,,,
6/11/2018 9:00,1010.75,78.8,65.8,64,2,160,,,,,,
6/11/2018 12:00,1008.63,81.5,64,55,4,160,,,,,,
6/11/2018 15:00,1008.41,77.9,66.4,67,2,180,,,,,,
6/12/2018 15:00,1008.41,76.3,63.9,65,0,0,,,,,,
6/13/2018 12:00,1008.97,77.9,63.7,61,2,250,,,,,,
6/13/2018 15:00,1008.52,75.9,64,66,0,0,,,,,,
6/14/2018 6:00,1011.42,66.2,66.2,100,0,0,,,,,,
6/14/2018 9:00,1010.87,74.5,67.5,78,2,240,,,,,,
6/14/2018 12:00,1008.41,77,66.2,69,7,180,,,,,,
6/15/2018 15:00,1006.95,75.2,64.4,69,2,180,,,,,,
6/16/2018 12:00,1007.63,80.6,67.1,63,4,270,,,,,,
6/16/2018 15:00,1007.29,77,66.2,69,4,160,,,,,,
6/17/2018 15:00,1006.06,77,68,73,3,110,,,,,,
6/18/2018 15:00,1005.17,75.2,65.5,71,4,180,,,,,,
6/19/2018 6:00,1010.2,66.2,66.2,100,0,0,,,,,,
6/19/2018 9:00,1009.64,73.8,65.1,74,0,0,,,,,,
6/19/2018 12:00,1007.4,76.1,64.6,67,3,180,,,,,,
6/19/2018 15:00,1007.07,73.4,66.4,78,0,0,,,,,,
6/20/2018 12:00,1009.19,73,65.5,77,2,230,,,,,,
6/20/2018 15:00,1008.41,71.6,66.2,83,0,0,,,,,,
6/21/2018 6:00,1011.42,68.7,66,91,0,0,,,,,,
6/21/2018 9:00,1011.09,75.2,66,73,0,0,,,,,,
6/22/2018 6:00,1011.42,66.2,64.9,95,0,0,,,,,,
6/22/2018 9:00,,69.8,65.8,87,2,180,,,,,,
6/22/2018 12:00,1008.85,73.4,66.9,80,5,180,,,,,,
6/25/2018 6:00,1008.97,66.2,64.9,95,0,0,,,,,,
6/25/2018 9:00,1008.41,77.9,62.1,58,2,180,,,,,,
6/25/2018 12:00,1005.84,77.9,65.3,65,4,180,,,,,,
6/25/2018 15:00,1005.61,74.3,64.9,72,0,0,,,,,,
6/26/2018 12:00,1007.74,66.9,66.9,100,4,160,,,,,,
6/26/2018 15:00,1006.17,68.7,66.4,92,2,180,,,,,,
6/27/2018 9:00,1009.52,71.6,66.2,83,4,270,,,,,,
6/28/2018 15:00,1005.84,75.9,65.5,70,4,160,,,,,,
6/29/2018 6:00,1007.63,67.6,66,94,0,0,,,,,,
6/29/2018 9:00,1006.95,77,64.6,65,2,90,,,,,,
7/1/2018 15:00,1005.39,73.4,65.3,75,4,180,,,,,,
7/2/2018 15:00,1005.61,69.8,67.1,91,0,0,,,,,,
7/3/2018 9:00,1008.18,77.2,64,64,3,140,,,,,,
7/4/2018 15:00,1006.62,75.2,65.8,72,4,180,,,,,,
7/5/2018 6:00,1010.75,69.4,67.3,92,0,0,,,,,,
7/5/2018 9:00,1010.87,72.5,63.1,72,7,160,,,,,,
7/5/2018 12:00,1009.19,76.6,63.7,64,2,90,,,,,,
7/5/2018 15:00,1008.74,73.4,62.6,69,6,140,,,,,,
7/6/2018 9:00,1011.42,76.6,62.4,61,5,160,,,,,,
7/6/2018 15:00,1009.64,74.3,63.5,69,4,180,,,,,,
7/7/2018 6:00,1010.53,70.7,64,79,2,20,,,,,,
7/7/2018 12:00,1009.41,77.4,59.5,54,6,160,,,,,,
7/7/2018 15:00,1008.85,74.3,62.2,66,0,0,,,,,,
7/8/2018 15:00,1008.41,73.8,64,71,4,140,,,,,,
7/9/2018 6:00,1011.31,66,63.7,92,0,0,,,,,,
7/9/2018 9:00,1010.75,74.3,64.4,71,2,70,,,,,,
7/9/2018 12:00,1008.97,76.1,58.6,54,4,180,,,,,,
7/9/2018 15:00,1008.18,75.2,59,57,4,180,,,,,,
7/10/2018 6:00,1010.75,68.4,64.6,87,0,0,,,,,,
7/10/2018 15:00,1008.18,75.2,64.4,69,4,180,,,,,,
7/11/2018 9:00,1011.65,68,66.7,95,0,0,,,,,,
7/11/2018 12:00,1009.3,73.4,66.7,79,8,90,,,,,,
7/11/2018 15:00,1008.63,72.5,64.4,75,0,0,,,,,,
7/12/2018 15:00,1008.3,75.2,65.8,72,4,180,,,,,,
7/13/2018 6:00,1010.08,69.3,63.9,82,0,0,,,,,,
7/13/2018 9:00,1010.53,77,63.5,63,3,120,,,,,,
7/13/2018 12:00,1008.41,76.6,64.2,65,6,180,,,,,,
7/13/2018 15:00,1007.18,75.2,63.9,67,2,160,,,,,,
7/14/2018 12:00,1008.18,75.2,64.9,70,2,180,,,,,,
7/14/2018 15:00,1007.4,72.3,65.8,80,3,110,,,,,,
7/15/2018 15:00,1006.73,68.9,66.2,91,3,180,,,,,,
7/16/2018 6:00,1010.98,70.2,65.3,84,0,0,,,,,,
7/16/2018 9:00,1011.09,73,64.9,75,4,160,,,,,,
7/16/2018 12:00,1009.52,76.1,62.6,63,8,160,,,,,,
7/17/2018 9:00,1011.09,77.7,57.7,50,6,90,,,,,,
7/17/2018 12:00,1009.64,78.4,59,51,7,110,,,,,,
7/17/2018 15:00,1008.74,76.3,57.9,53,4,180,,,,,,
7/18/2018 6:00,1009.75,71.4,63.3,75,0,0,,,,,,
7/19/2018 12:00,1007.85,78.1,58.1,50,4,160,,,,,,
7/20/2018 12:00,1008.07,72.7,59.9,64,2,160,,,,,,
7/20/2018 15:00,1007.18,76.1,61.3,60,3,160,,,,,,
7/21/2018 15:00,1007.4,76.6,65.1,67,6,180,,,,,,
7/22/2018 9:00,1010.53,77,66.2,69,3,110,,,,,,
7/22/2018 12:00,1008.41,79.2,64.6,61,3,110,,,,,,
7/23/2018 6:00,1009.86,72.7,63,71,6,180,,,,,,
7/25/2018 6:00,1009.64,71.6,64.6,78,0,0,,,,,,
7/25/2018 9:00,1009.3,77.7,64.2,63,7,160,,,,,,
7/25/2018 12:00,1007.85,77,60.8,57,2,160,,,,,,
7/25/2018 15:00,1007.07,75.9,59.7,57,2,270,,,,,,
7/26/2018 15:00,1007.07,76.1,62.6,63,2,180,,,,,,
7/27/2018 15:00,1007.85,76.6,62.4,61,4,180,,,,,,
7/28/2018 6:00,1010.98,73.4,64,72,2,160,,,,,,
7/28/2018 9:00,1011.2,78.8,62.6,57,4,180,,,,,,
7/28/2018 12:00,1008.63,80.2,63.3,56,4,160,,,,,,
7/28/2018 15:00,1007.63,74.3,64.9,72,4,140,,,,,,
7/29/2018 15:00,1006.17,75.9,64.6,67,4,160,,,,,,
7/30/2018 15:00,1006.95,66.9,65.8,96,0,0,,,,,,
7/31/2018 15:00,1004.27,77.7,68,72,6,180,,,,,,
8/1/2018 15:00,1006.51,72.7,65.7,78,0,0,,,,,,
8/2/2018 12:00,,80.6,64.4,57,4,140,,,,,,
8/2/2018 15:00,1005.95,78.8,65.3,63,4,160,,,,,,
8/3/2018 6:00,1010.98,65.1,65.1,100,0,0,,,,,,
8/3/2018 9:00,1010.53,75.2,63.1,66,2,270,,,,,,
8/6/2018 12:00,1008.74,73.4,65.3,75,0,0,,,,,,
8/6/2018 15:00,1007.96,74.3,64.9,72,3,270,,,,,,
8/7/2018 6:00,1010.87,68.4,63.9,85,0,0,,,,,,
8/7/2018 15:00,1006.62,77,63,61,2,180,,,,,,
8/8/2018 12:00,1007.85,78.8,62.2,56,2,270,,,,,,
8/8/2018 15:00,1007.07,79.5,64.9,61,3,160,,,,,,
8/9/2018 12:00,1008.52,77,67.6,72,4,180,,,,,,
8/9/2018 15:00,1007.18,77.7,64.6,64,2,160,,,,,,
8/10/2018 15:00,,76.6,65.8,69,0,0,,,,,,
8/11/2018 6:00,,71.6,66.7,84,0,0,,,,,,
8/11/2018 9:00,,78.1,64.6,63,4,160,,,,,,
8/11/2018 12:00,,79.9,63.1,56,4,160,,,,,,
8/11/2018 15:00,,77.4,63.3,62,3,160,,,,,,
8/12/2018 15:00,,74.3,64.9,72,3,180,,,,,,
8/13/2018 15:00,,72.5,65.8,79,0,0,,,,,,
8/14/2018 6:00,,72.9,66.4,80,2,180,,,,,,
8/14/2018 9:00,,76.6,63.7,64,5,180,,,,,,
8/14/2018 12:00,,77,63.5,63,3,160,,,,,,
8/15/2018 6:00,,70.9,64.9,81,0,0,,,,,,
8/16/2018 15:00,,74.8,67.3,77,3,180,,,,,,
8/17/2018 15:00,,77,58.1,52,2,250,,,,,,
8/18/2018 15:00,,75.9,65.1,69,0,0,,,,,,
8/19/2018 6:00,,68.7,65.5,89,0,0,,,,,,
8/19/2018 9:00,,75.2,64.4,69,4,90,,,,,,
8/19/2018 12:00,,74.8,64.6,70,6,160,,,,,,
8/19/2018 15:00,,75.9,64.6,67,4,180,,,,,,
8/20/2018 6:00,,70.2,65.3,84,0,0,,,,,,
8/20/2018 9:00,,77.9,63.1,60,4,90,,,,,,
8/20/2018 12:00,,76.3,64.9,68,8,160,,,,,,
8/20/2018 15:00,,75.2,64.4,69,5,120,,,,,,
8/21/2018 6:00,,67.3,66.2,96,0,0,,,,,,
8/21/2018 9:00,,68.7,66,91,4,70,,,,,,
8/21/2018 12:00,,72.5,66.4,81,0,0,,,,,,
8/21/2018 15:00,,75.2,63.1,66,2,180,,,,,,
8/22/2018 15:00,,78.8,64.2,61,4,50,,,,,,
8/23/2018 12:00,,71.6,66.2,83,3,180,,,,,,
8/23/2018 15:00,,69.8,65.8,87,4,290,,,,,,
8/24/2018 6:00,,68,66.7,95,4,290,,,,,,
8/24/2018 9:00,,77,64,64,2,320,,,,,,
8/27/2018 15:00,,72.3,65.8,80,2,180,,,,,,
8/28/2018 6:00,,66.2,63.5,91,0,0,,,,,,
8/28/2018 9:00,,78.8,65.3,63,0,0,,,,,,
8/28/2018 12:00,,77.9,65.8,66,0,0,,,,,,
8/29/2018 9:00,,75.6,65.8,71,2,70,,,,,,
8/29/2018 12:00,,76.1,66.7,72,2,90,,,,,,
8/29/2018 15:00,,76.1,66.7,72,2,90,,,,,,
8/30/2018 6:00,,65.1,64,96,0,0,,,,,,
9/1/2018 6:00,,67.1,66.4,97,0,0,,,,,,
9/1/2018 9:00,,75.9,66.7,73,2,160,,,,,,
9/1/2018 12:00,,78.8,65.3,63,7,180,,,,,,
9/1/2018 15:00,,77,65.7,68,0,0,,,,,,
9/2/2018 9:00,,80.2,61.3,52,3,90,,,,,,
9/3/2018 12:00,,76.6,63.7,64,0,0,,,,,,
9/3/2018 15:00,,72.3,67.3,84,4,180,,,,,,
9/4/2018 6:00,,67.6,65.5,92,0,0,,,,,,
9/4/2018 9:00,,74.8,65.1,71,2,360,,,,,,
9/4/2018 15:00,,68,65.3,91,0,0,,,,,,
9/5/2018 9:00,,78.8,65.3,63,2,50,,,,,,
9/5/2018 12:00,,69.8,68.5,95,0,0,,,,,,
9/5/2018 15:00,,71.6,66.2,83,0,0,,,,,,
9/6/2018 15:00,,76.1,66.7,72,4,160,,,,,,
9/7/2018 15:00,,75.2,65.8,72,2,180,,,,,,
9/8/2018 6:00,,71.2,66.4,84,2,360,,,,,,
9/8/2018 9:00,,80.6,63.9,56,2,160,,,,,,
9/8/2018 12:00,,77,63.5,63,2,270,,,,,,
9/8/2018 15:00,,68,65.3,91,0,0,,,,,,
9/9/2018 6:00,,66.2,65.1,96,0,0,,,,,,
9/9/2018 9:00,,72.5,66.4,81,2,270,,,,,,
9/9/2018 12:00,,80.6,64.4,57,3,160,,,,,,
9/9/2018 15:00,,79.5,64.9,61,3,140,,,,,,
9/18/2018 15:00,,81,65.3,59,2,160,,,,,,
9/19/2018 6:00,,68.9,65.5,88,4,340,,,,,,
9/19/2018 9:00,,80.6,65.8,60,4,70,,,,,,
9/19/2018 12:00,,68.9,66.2,91,4,270,,,,,,
9/19/2018 15:00,,71.6,64.6,78,6,270,,,,,,
9/20/2018 6:00,,71.2,65.1,81,2,90,,,,,,
9/20/2018 9:00,,79.9,66.2,63,4,160,,,,,,
9/20/2018 12:00,,80.2,66.7,63,8,160,,,,,,
9/20/2018 15:00,,77.9,64.4,63,4,180,,,,,,
9/21/2018 6:00,,69.8,64.9,84,3,270,,,,,,
9/21/2018 9:00,,76.6,66.4,70,4,270,,,,,,
9/21/2018 12:00,,80.6,64.4,57,4,180,,,,,,
9/21/2018 15:00,,79.5,64.9,61,4,160,,,,,,
9/22/2018 15:00,,79.9,66.2,63,3,90,,,,,,
9/23/2018 9:00,,71.6,64.9,79,0,0,,,,,,
9/23/2018 12:00,,77,65.7,68,2,270,,,,,,
9/23/2018 15:00,,77,66.2,69,2,250,,,,,,
9/24/2018 6:00,,72.7,66,79,0,0,,,,,,
9/24/2018 15:00,,75.2,67.1,75,4,180,,,,,,
9/25/2018 15:00,,81.5,64,55,0,0,,,,,,
9/26/2018 15:00,,80.6,62.8,54,2,180,,,,,,
9/27/2018 15:00,,79.5,65.5,62,0,0,,,,,,
9/28/2018 9:00,,80.6,65.8,60,4,180,,,,,,
9/28/2018 12:00,,77,67.6,72,4,250,,,,,,
9/28/2018 15:00,,77.4,66.6,69,2,200,,,,,,
9/29/2018 15:00,,77,62.4,60,2,160,,,,,,
9/30/2018 15:00,,62.2,,,50,20,,,,,,
10/1/2018 6:00,,69.1,65.8,89,0,0,,,,,,
10/1/2018 9:00,,77.9,65.8,66,2,160,,,,,,
10/1/2018 12:00,,81.5,62.6,52,3,160,,,,,,
10/1/2018 15:00,,78.8,61.3,55,0,0,,,,,,
10/2/2018 15:00,,78.8,57.2,47,3,140,,,,,,
10/3/2018 15:00,,77.7,65.8,66,0,0,,,,,,
10/4/2018 6:00,,71.2,66.4,84,0,0,,,,,,
10/4/2018 9:00,,80.2,64,57,6,340,,,,,,
10/4/2018 12:00,,76.1,65.3,69,0,0,,,,,,
10/5/2018 15:00,,78.8,67.5,68,0,0,,,,,,
10/6/2018 15:00,,80.6,65.8,60,2,270,,,,,,
10/7/2018 15:00,,75.2,61.7,62,2,180,,,,,,
10/8/2018 12:00,,72.5,65.8,79,4,180,,,,,,
10/8/2018 15:00,,72.7,65.7,78,0,0,,,,,,
10/9/2018 6:00,,68.7,67.6,96,4,290,,,,,,
10/10/2018 15:00,,68.7,66.6,92,0,0,,,,,,
10/11/2018 6:00,,67.3,63,86,0,0,,,,,,
10/11/2018 9:00,,77.7,65.8,66,3,110,,,,,,
10/11/2018 12:00,,78.8,65.3,63,3,270,,,,,,
10/12/2018 15:00,,72.7,65.7,78,0,0,,,,,,
10/13/2018 6:00,,67.6,65.5,92,2,290,,,,,,
10/13/2018 12:00,,82.4,65.7,57,2,200,,,,,,
10/13/2018 15:00,,77,66.2,69,0,0,,,,,,
10/14/2018 9:00,,68.9,64.9,87,2,360,,,,,,
10/15/2018 15:00,,70.5,65.7,84,2,160,,,,,,
10/16/2018 6:00,,67.6,65.5,92,0,0,,,,,,
10/16/2018 15:00,,80.2,67.3,64,2,270,,,,,,
10/17/2018 9:00,,81,66.4,61,4,360,,,,,,
10/18/2018 12:00,,77,64.9,66,4,180,,,,,,
10/18/2018 15:00,,75.9,65.5,70,0,0,,,,,,
10/19/2018 6:00,,67.1,65.8,95,5,330,,,,,,
10/19/2018 9:00,,71.6,68.9,91,5,270,,,,,,
10/19/2018 12:00,,72.7,67.3,83,0,0,,,,,,
10/19/2018 15:00,,70.5,65.7,84,0,0,,,,,,
10/20/2018 15:00,,77,66.2,69,2,180,,,,,,
10/21/2018 6:00,,69.8,65.8,87,0,0,,,,,,
10/21/2018 9:00,,78.8,66.7,66,3,180,,,,,,
10/21/2018 12:00,,80.6,65.8,60,3,160,,,,,,
10/22/2018 6:00,,76.1,66.7,72,6,180,,,,,,
10/22/2018 12:00,,80.6,63.9,56,5,180,,,,,,
10/22/2018 15:00,,77.7,63.1,60,4,180,,,,,,
10/23/2018 9:00,,79.7,62.2,55,2,90,,,,,,
10/23/2018 15:00,,77,63,61,6,160,,,,,,
10/24/2018 15:00,,77,64,64,2,180,,,,,,
10/25/2018 6:00,,69.8,66.6,89,0,0,,,,,,
10/26/2018 12:00,,77.9,65.8,66,3,160,,,,,,
10/26/2018 15:00,,72.3,66.9,83,2,160,,,,,,
10/27/2018 6:00,,68,67.5,98,0,0,,,,,,
10/27/2018 9:00,,77,64.9,66,2,180,,,,,,
10/29/2018 6:00,,70.7,66.7,87,2,50,,,,,,
10/29/2018 15:00,,77,66.2,69,2,180,,,,,,
10/30/2018 15:00,,71.6,63.5,75,2,140,,,,,,
10/31/2018 6:00,,65.1,65.1,100,3,250,,,,,,
10/31/2018 9:00,,69.4,66.7,91,2,230,,,,,,
10/31/2018 12:00,,73.8,65.1,74,0,0,,,,,,
11/1/2018 6:00,,67.1,65.8,95,4,160,,,,,,
11/1/2018 9:00,,68.9,66.6,92,3,160,,,,,,
11/1/2018 12:00,,77,63.5,63,2,110,,,,,,
11/1/2018 15:00,,75.9,64,66,2,180,,,,,,
11/2/2018 9:00,,79.2,65.1,62,3,160,,,,,,
11/2/2018 12:00,,81.5,65.3,58,2,90,,,,,,
11/2/2018 15:00,,77.9,65.8,66,3,160,,,,,,
11/3/2018 6:00,,68.4,65.1,89,0,0,,,,,,
11/5/2018 6:00,,72,64.9,78,0,0,,,,,,
11/5/2018 9:00,,81,64.2,56,4,90,,,,,,
11/5/2018 12:00,,78.8,66.7,66,6,180,,,,,,
11/5/2018 15:00,,75.2,65.8,72,0,0,,,,,,
11/6/2018 15:00,,72.5,64.4,75,4,140,,,,,,
11/7/2018 6:00,,70.5,66.7,87,0,0,,,,,,
11/7/2018 9:00,,78.8,63.7,59,0,0,,,,,,
11/7/2018 12:00,,82.4,63.5,52,3,180,,,,,,
11/8/2018 6:00,,64.4,64.4,100,0,0,,,,,,
11/8/2018 9:00,,72.5,65.8,79,4,320,,,,,,
11/8/2018 12:00,,81.5,64,55,2,290,,,,,,
11/8/2018 15:00,,80.6,64.9,59,0,0,,,,,,
11/9/2018 15:00,,77.7,64.2,63,0,0,,,,,,
11/10/2018 12:00,,77,66.2,69,6,110,,,,,,
11/11/2018 6:00,,67.1,65.8,95,0,0,,,,,,
11/11/2018 9:00,,77,67.6,72,4,90,,,,,,
11/12/2018 12:00,,80.6,64.4,57,6,160,,,,,,
11/12/2018 15:00,,77.9,65.8,66,4,180,,,,,,
11/13/2018 6:00,,66.9,66.9,100,0,0,,,,,,
11/14/2018 9:00,,81,65.7,59,2,90,,,,,,
11/14/2018 12:00,,82.4,64.6,54,2,160,,,,,,
11/14/2018 15:00,,79.5,64.9,61,0,0,,,,,,
11/15/2018 6:00,,66.2,66.2,100,0,0,,,,,,
11/15/2018 9:00,,70.5,66.7,87,0,0,,,,,,
11/15/2018 12:00,,80.6,64.4,57,0,0,,,,,,
11/15/2018 15:00,,78.8,64,60,4,180,,,,,,
11/16/2018 15:00,,77,66.2,69,0,0,,,,,,
11/17/2018 6:00,,69.8,67.1,91,0,0,,,,,,
11/17/2018 9:00,,77,66.2,69,2,270,,,,,,
11/18/2018 6:00,,65.3,65.3,100,2,270,,,,,,
11/19/2018 9:00,,82.4,66.2,58,3,90,,,,,,
11/19/2018 12:00,,79.5,67.1,65,5,120,,,,,,
11/19/2018 15:00,,75.2,67.1,75,0,0,,,,,,
11/20/2018 6:00,,69.4,66.2,89,0,0,,,,,,
11/20/2018 9:00,,80.6,66,61,2,90,,,,,,
11/20/2018 12:00,,80.6,65.8,60,2,160,,,,,,
11/20/2018 15:00,,77.7,65.3,65,0,0,,,,,,
11/21/2018 6:00,,71.6,64,77,0,0,,,,,,
11/21/2018 9:00,,79.7,63.9,58,2,160,,,,,,
11/21/2018 12:00,,79.5,66.4,64,4,160,,,,,,
11/21/2018 15:00,,78.8,64.8,62,4,110,,,,,,
11/22/2018 6:00,,71.6,67.6,87,0,0,,,,,,
11/22/2018 9:00,,79.7,64.9,60,4,180,,,,,,
11/22/2018 12:00,,81.3,64,55,4,180,,,,,,
11/22/2018 15:00,,76.6,66.4,70,3,180,,,,,,
11/23/2018 6:00,,69.8,67.1,91,0,0,,,,,,
11/23/2018 9:00,,79.7,67.6,66,4,320,,,,,,
11/23/2018 12:00,,75.2,66,73,2,200,,,,,,
11/23/2018 15:00,,77.9,65.8,66,4,180,,,,,,
11/24/2018 6:00,,72.5,68.5,87,0,0,,,,,,
11/24/2018 9:00,,80.6,64.4,57,8,160,,,,,,
11/24/2018 12:00,,81.3,66.7,61,5,180,,,,,,
11/24/2018 15:00,,77,66.2,69,4,160,,,,,,
11/26/2018 12:00,,79.7,62.8,56,4,90,,,,,,
11/27/2018 6:00,,73.4,68,83,0,0,,,,,,
11/27/2018 9:00,,81.3,65.7,59,5,160,,,,,,
11/28/2018 12:00,,83.3,64.4,53,5,140,,,,,,
11/28/2018 15:00,,79.9,64.8,60,2,160,,,,,,
11/29/2018 6:00,,75.2,65.8,72,4,90,,,,,,
