"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-11-05 12:00:00,1005.05,75.9,65.1,69,3,110,,,,,,
2017-11-05 15:00:00,1004.16,75.6,66.9,74,4,90,,,,,,
2017-11-06 06:00:00,1007.40,69.4,67.3,92,0,0,,,,,,
2017-11-07 09:00:00,1009.30,63.1,,,0,0,,,,,,
2017-11-07 12:00:00,1005.61,73.4,65.8,77,4,180,,,,,,
2017-11-07 15:00:00,1004.27,72.3,66.9,83,2,160,,,,,,
2017-11-08 06:00:00,1008.18,68.0,67.5,98,0,0,,,,,,
2017-11-08 09:00:00,1007.51,72.5,65.8,79,4,110,,,,,,
2017-11-08 12:00:00,1003.83,74.8,66.7,75,4,180,,,,,,
2017-11-08 15:00:00,1004.61,71.6,66.2,83,0,0,,,,,,
2017-11-09 12:00:00,1003.83,78.8,66.7,66,3,180,,,,,,
2017-11-09 15:00:00,1003.60,74.5,66.9,77,0,0,,,,,,
2017-11-10 06:00:00,1007.07,69.1,64.8,86,0,0,,,,,,
2017-11-10 09:00:00,1005.95,78.8,66.4,65,3,90,,,,,,
2017-11-10 12:00:00,1003.60,68.0,65.3,91,0,0,,,,,,
2017-11-10 15:00:00,1003.16,70.9,66.6,86,3,270,,,,,,
2017-11-11 06:00:00,1007.07,69.1,66.2,90,0,0,,,,,,
2017-11-11 09:00:00,1006.17,78.8,65.3,63,2,180,,,,,,
2017-11-11 12:00:00,1003.38,80.2,66.0,62,5,180,,,,,,
2017-11-11 15:00:00,1002.48,77.0,65.1,66,0,0,,,,,,
2017-11-12 06:00:00,1007.51,65.5,65.5,100,0,0,,,,,,
2017-11-12 09:00:00,1007.74,74.1,66.6,77,0,0,,,,,,
2017-11-12 12:00:00,1004.38,70.9,68.7,92,2,340,,,,,,
2017-11-12 15:00:00,1003.71,72.7,67.3,83,4,160,,,,,,
2017-11-13 06:00:00,1007.51,69.8,66.6,89,3,290,,,,,,
2017-11-13 12:00:00,1003.49,79.9,66.4,63,4,110,,,,,,
2017-11-14 15:00:00,,72.0,67.5,85,0,0,,,,,,
2017-11-15 06:00:00,1006.95,72.0,67.1,84,3,90,,,,,,
2017-11-16 06:00:00,1005.95,69.8,62.8,78,0,0,,,,,,
2017-11-16 09:00:00,1005.39,80.6,66.6,62,2,160,,,,,,
2017-11-16 12:00:00,1003.27,77.7,68.5,73,0,0,,,,,,
2017-11-16 15:00:00,1002.71,75.9,67.8,76,0,0,,,,,,
2017-11-17 06:00:00,1006.62,68.0,63.7,86,0,0,,,,,,
2017-11-17 09:00:00,1006.17,77.9,64.8,64,4,320,,,,,,
2017-11-17 12:00:00,1003.04,77.9,65.8,66,5,320,,,,,,
2017-11-17 15:00:00,1002.93,70.7,66.7,87,2,340,,,,,,
2017-11-18 06:00:00,1007.63,71.6,64.9,79,0,0,,,,,,
2017-11-19 12:00:00,1003.71,81.5,67.3,62,2,160,,,,,,
2017-11-20 06:00:00,1007.85,72.3,64.6,76,0,0,,,,,,
2017-11-20 09:00:00,1007.63,77.9,64.4,63,2,70,,,,,,
2017-11-20 15:00:00,1004.72,77.9,64.0,62,2,160,,,,,,
2017-11-21 06:00:00,1007.18,70.9,62.6,75,2,90,,,,,,
2017-11-21 09:00:00,1006.84,79.9,62.1,54,2,90,,,,,,
2017-11-21 12:00:00,1003.71,83.3,63.1,50,4,340,,,,,,
2017-11-21 15:00:00,1002.82,80.6,64.4,57,3,50,,,,,,
2017-11-22 12:00:00,1003.83,81.5,62.6,52,4,90,,,,,,
2017-11-23 06:00:00,1006.40,69.8,62.8,78,3,320,,,,,,
2017-11-23 09:00:00,1006.40,75.2,61.7,62,2,290,,,,,,
2017-11-23 15:00:00,,77.0,63.5,63,3,90,,,,,,
2017-11-24 09:00:00,1008.63,64.4,64.4,100,2,290,,,,,,
2017-11-24 12:00:00,1005.73,69.8,64.4,83,0,0,,,,,,
2017-11-24 15:00:00,1005.28,68.7,65.5,89,3,290,,,,,,
2017-11-25 06:00:00,1008.97,68.9,64.9,87,3,290,,,,,,
2017-11-25 15:00:00,1004.83,77.4,64.4,64,3,290,,,,,,
2017-11-26 15:00:00,1006.28,75.9,65.1,69,4,180,,,,,,
2017-11-27 06:00:00,1009.75,72.5,68.5,87,0,0,,,,,,
2017-11-27 09:00:00,1008.41,79.5,66.4,64,4,180,,,,,,
2017-11-27 12:00:00,1006.06,73.4,68.0,83,0,0,,,,,,
2017-11-29 09:00:00,1008.85,68.9,64.4,85,0,0,,,,,,
2017-11-29 15:00:00,1004.61,79.7,66.2,63,2,340,,,,,,
2017-11-30 06:00:00,1008.74,68.0,64.0,87,3,290,,,,,,
2017-11-30 12:00:00,1006.06,77.9,66.9,69,2,200,,,,,,
2017-11-30 15:00:00,1004.72,75.9,65.5,70,2,180,,,,,,
2017-12-01 06:00:00,1008.52,71.6,64.9,79,2,180,,,,,,
2017-12-01 09:00:00,1007.63,78.3,64.2,62,3,180,,,,,,
2017-12-01 12:00:00,1004.16,77.9,64.4,63,3,160,,,,,,
2017-12-01 15:00:00,,74.3,64.9,72,3,140,,,,,,
2017-12-02 06:00:00,1008.30,69.8,65.8,87,0,0,,,,,,
2017-12-02 09:00:00,1007.18,78.8,65.8,64,0,0,,,,,,
2017-12-02 12:00:00,1004.05,80.6,61.7,52,6,340,,,,,,
2017-12-02 15:00:00,1003.60,79.2,61.9,55,4,320,,,,,,
2017-12-03 06:00:00,1008.18,70.9,66.6,86,0,0,,,,,,
2017-12-03 09:00:00,1008.18,79.5,64.9,61,4,340,,,,,,
2017-12-03 12:00:00,1005.73,75.9,65.5,70,6,90,,,,,,
2017-12-03 15:00:00,1004.94,76.1,66.2,71,2,180,,,,,,
2017-12-04 06:00:00,1008.41,68.7,66.6,92,0,0,,,,,,
2017-12-04 09:00:00,1007.74,75.2,68.2,78,2,270,,,,,,
2017-12-05 15:00:00,1003.04,79.2,61.9,55,2,160,,,,,,
2017-12-06 09:00:00,1006.62,69.4,67.3,92,4,180,,,,,,
2017-12-06 12:00:00,1003.71,78.8,65.3,63,2,160,,,,,,
2017-12-07 06:00:00,1006.28,73.0,69.3,87,6,110,,,,,,
2017-12-08 06:00:00,1005.95,70.2,68.4,94,0,0,,,,,,
2017-12-08 09:00:00,1005.05,78.1,65.7,65,0,0,,,,,,
2017-12-08 12:00:00,1002.26,78.8,67.5,68,3,180,,,,,,
2017-12-08 15:00:00,1001.70,78.1,66.2,66,4,160,,,,,,
2017-12-09 12:00:00,1002.26,78.1,65.7,65,5,270,,,,,,
2017-12-10 06:00:00,1006.40,71.6,67.8,87,2,290,,,,,,
2017-12-10 09:00:00,1005.84,77.7,65.8,66,2,20,,,,,,
2017-12-10 15:00:00,1003.71,77.0,65.7,68,0,0,,,,,,
2017-12-11 06:00:00,1008.41,68.9,62.2,79,3,290,,,,,,
2017-12-11 09:00:00,1007.85,76.1,61.3,60,2,90,,,,,,
2017-12-11 12:00:00,1005.39,81.5,61.9,51,6,180,,,,,,
2017-12-11 15:00:00,1005.17,77.0,64.9,66,2,160,,,,,,
2017-12-12 06:00:00,,68.0,65.3,91,0,0,,,,,,
2017-12-12 09:00:00,1007.74,79.2,61.9,55,2,160,,,,,,
2017-12-12 12:00:00,1005.61,81.5,63.5,54,4,180,,,,,,
2017-12-12 15:00:00,1005.39,79.5,64.4,60,3,160,,,,,,
2017-12-13 06:00:00,1008.41,68.9,63.5,82,2,290,,,,,,
2017-12-14 12:00:00,1004.72,82.4,65.7,57,0,0,,,,,,
2017-12-14 15:00:00,1004.05,79.7,65.5,61,3,180,,,,,,
2017-12-15 09:00:00,1007.07,81.5,61.3,50,4,160,,,,,,
2017-12-16 06:00:00,1007.40,69.1,64.8,86,0,0,,,,,,
2017-12-16 15:00:00,1003.71,79.5,64.9,61,3,180,,,,,,
2017-12-18 12:00:00,1003.71,81.3,65.5,58,2,180,,,,,,
2017-12-19 09:00:00,1006.51,80.6,65.8,60,4,160,,,,,,
2017-12-19 15:00:00,1002.93,79.7,66.6,64,2,160,,,,,,
2017-12-20 06:00:00,1007.63,70.7,66.7,87,0,0,,,,,,
2017-12-20 09:00:00,1007.63,79.7,64.9,60,2,160,,,,,,
2017-12-20 12:00:00,1004.94,82.4,65.1,56,4,90,,,,,,
2017-12-20 15:00:00,1004.27,80.2,65.1,60,2,180,,,,,,
2017-12-23 06:00:00,1006.51,70.7,57.2,62,0,0,,,,,,
2017-12-23 09:00:00,1006.28,82.4,62.2,50,2,20,,,,,,
2017-12-23 15:00:00,1002.82,80.6,65.8,60,2,120,,,,,,
2017-12-24 06:00:00,1006.06,71.6,63.5,75,0,0,,,,,,
2017-12-24 09:00:00,1005.28,82.4,62.2,50,2,90,,,,,,
2017-12-24 12:00:00,1002.71,86.4,59.9,41,4,180,,,,,,
2017-12-24 15:00:00,1001.93,83.5,63.0,50,0,0,,,,,,
2017-12-25 06:00:00,1008.18,70.2,58.8,67,0,0,,,,,,
2017-12-25 09:00:00,1006.95,80.6,56.3,43,3,160,,,,,,
2017-12-25 12:00:00,1004.27,84.2,54.5,36,2,160,,,,,,
2017-12-25 15:00:00,1003.49,79.7,60.8,52,3,160,,,,,,
2017-12-26 06:00:00,1007.96,72.3,66.9,83,0,0,,,,,,
2017-12-26 09:00:00,1006.28,81.5,65.3,58,4,160,,,,,,
2017-12-26 12:00:00,1003.60,83.3,64.4,53,4,180,,,,,,
2017-12-26 15:00:00,1003.04,78.8,65.3,63,4,160,,,,,,
2017-12-27 06:00:00,,69.8,64.4,83,0,0,,,,,,
2017-12-27 09:00:00,1005.17,82.4,60.8,48,2,270,,,,,,
2017-12-27 12:00:00,1002.48,84.6,58.5,41,3,180,,,,,,
2017-12-28 06:00:00,1006.62,69.8,63.9,81,3,290,,,,,,
2017-12-28 09:00:00,1005.73,81.0,58.3,46,6,290,,,,,,
2017-12-28 12:00:00,1002.60,86.4,57.6,37,4,320,,,,,,
2017-12-28 15:00:00,1002.37,83.1,63.1,51,2,180,,,,,,
2017-12-29 09:00:00,1007.29,80.6,61.2,51,5,20,,,,,,
2017-12-29 12:00:00,1004.16,85.1,63.3,48,2,90,,,,,,
2017-12-29 15:00:00,1003.49,83.3,63.1,50,4,180,,,,,,
2017-12-30 06:00:00,,72.3,65.8,80,4,270,,,,,,
2017-12-30 09:00:00,1007.40,77.7,65.8,66,2,230,,,,,,
2017-12-30 12:00:00,1005.05,69.8,66.0,87,0,0,,,,,,
2017-12-30 15:00:00,1003.94,75.2,65.5,71,2,160,,,,,,
2018-01-01 06:00:00,1008.30,67.1,64.8,92,2,290,,,,,,
2018-01-01 12:00:00,1004.16,77.9,63.1,60,0,0,,,,,,
2018-01-02 06:00:00,1007.40,67.1,67.1,100,0,0,,,,,,
2018-01-02 09:00:00,1006.84,73.4,62.6,69,2,320,,,,,,
2018-01-02 12:00:00,1003.94,78.8,65.3,63,5,270,,,,,,
2018-01-02 15:00:00,1002.60,75.6,65.7,71,0,0,,,,,,
2018-01-03 06:00:00,1007.63,66.2,64.9,95,4,320,,,,,,
2018-01-03 09:00:00,1006.84,75.2,57.9,55,2,90,,,,,,
2018-01-03 12:00:00,1003.27,79.7,58.1,47,7,290,,,,,,
2018-01-05 09:00:00,1006.51,76.1,59.9,57,4,90,,,,,,
2018-01-05 12:00:00,1003.60,81.5,58.6,45,5,360,,,,,,
2018-01-06 15:00:00,1003.38,80.6,53.6,39,0,0,,,,,,
2018-01-08 06:00:00,1008.63,68.0,57.2,68,4,320,,,,,,
2018-01-08 09:00:00,1007.29,77.9,56.3,47,8,360,,,,,,
2018-01-09 06:00:00,1008.85,68.0,55.0,63,2,360,,,,,,
2018-01-09 09:00:00,1008.18,77.9,52.3,41,3,340,,,,,,
2018-01-09 12:00:00,1004.50,86.0,52.3,31,4,340,,,,,,
2018-01-09 15:00:00,1003.71,86.0,56.3,36,2,360,,,,,,
2018-01-10 06:00:00,1008.74,68.4,66.6,93,2,290,,,,,,
2018-01-10 09:00:00,1007.63,77.7,55.0,45,4,270,,,,,,
2018-01-10 12:00:00,1004.05,84.9,52.9,33,3,320,,,,,,
2018-01-10 15:00:00,1003.04,84.2,56.7,39,2,290,,,,,,
2018-01-11 06:00:00,1007.29,71.2,60.4,68,0,0,,,,,,
2018-01-11 09:00:00,1006.51,78.8,57.2,47,4,270,,,,,,
2018-01-11 12:00:00,1003.71,82.4,60.8,48,6,180,,,,,,
2018-01-11 15:00:00,1003.60,79.2,65.1,62,4,180,,,,,,
2018-01-12 06:00:00,1008.07,71.2,66.4,84,0,0,,,,,,
2018-01-12 09:00:00,1006.95,77.0,64.0,64,3,160,,,,,,
2018-01-12 12:00:00,1005.95,76.1,65.8,70,15,20,,,,,,
2018-01-12 15:00:00,1004.05,65.1,64.0,96,0,0,,,,,,
2018-01-13 09:00:00,1006.62,79.5,66.4,64,2,90,,,,,,
2018-01-13 12:00:00,1004.61,74.3,67.1,78,4,160,,,,,,
2018-01-13 15:00:00,1003.60,75.2,65.8,72,2,180,,,,,,
2018-01-14 06:00:00,1007.85,70.7,66.7,87,4,180,,,,,,
2018-01-14 12:00:00,1004.16,79.9,66.0,62,7,180,,,,,,
2018-01-14 15:00:00,1003.49,73.4,61.3,66,2,160,,,,,,
2018-01-15 06:00:00,1007.85,69.8,64.4,83,0,0,,,,,,
2018-01-15 09:00:00,1007.63,78.4,62.8,58,2,340,,,,,,
2018-01-15 12:00:00,1004.61,83.1,62.1,49,4,340,,,,,,
2018-01-15 15:00:00,1003.94,77.9,67.1,69,2,270,,,,,,
2018-01-16 06:00:00,1008.63,70.9,67.6,89,2,290,,,,,,
2018-01-16 09:00:00,1007.40,78.8,62.6,57,4,290,,,,,,
2018-01-16 12:00:00,,84.2,59.4,43,2,320,,,,,,
2018-01-16 15:00:00,1003.27,77.4,68.7,74,5,180,,,,,,
2018-01-17 06:00:00,1006.95,68.0,56.1,65,2,320,,,,,,
2018-01-17 09:00:00,1006.06,79.7,58.1,47,2,50,,,,,,
2018-01-17 12:00:00,1002.93,86.0,56.3,36,2,90,,,,,,
2018-01-17 15:00:00,1001.59,84.9,56.1,37,4,90,,,,,,
2018-01-18 06:00:00,1007.18,71.6,67.8,87,3,290,,,,,,
2018-01-18 09:00:00,1006.40,80.6,60.4,50,2,250,,,,,,
2018-01-18 12:00:00,1003.27,81.5,58.6,45,4,270,,,,,,
2018-01-18 15:00:00,1002.60,78.1,67.1,69,3,180,,,,,,
2018-01-19 06:00:00,1006.73,68.4,67.8,98,2,290,,,,,,
2018-01-19 09:00:00,1005.73,79.7,58.5,48,2,290,,,,,,
2018-01-19 12:00:00,1002.48,84.9,55.6,36,4,340,,,,,,
2018-01-19 15:00:00,1001.81,84.2,55.9,38,2,70,,,,,,
2018-01-20 12:00:00,1004.83,79.7,62.2,55,8,320,,,,,,
2018-01-20 15:00:00,1003.94,81.3,54.3,39,6,320,,,,,,
2018-01-21 15:00:00,1003.83,77.4,63.3,62,3,180,,,,,,
2018-01-22 06:00:00,1006.73,69.8,65.8,87,2,290,,,,,,
2018-01-22 09:00:00,1005.73,81.5,63.0,53,2,250,,,,,,
2018-01-22 12:00:00,1002.37,82.4,65.1,56,5,90,,,,,,
2018-01-23 12:00:00,1002.93,77.9,65.8,66,8,120,,,,,,
2018-01-23 15:00:00,1002.15,78.4,65.5,64,4,290,,,,,,
2018-01-24 06:00:00,1006.84,68.9,66.4,91,3,290,,,,,,
2018-01-24 09:00:00,1005.95,77.2,62.1,59,5,270,,,,,,
2018-01-25 06:00:00,1007.40,64.8,63.1,94,2,270,,,,,,
2018-01-25 09:00:00,1007.85,70.7,64.4,80,3,270,,,,,,
2018-01-25 12:00:00,1005.61,72.0,66.9,84,5,180,,,,,,
2018-01-25 15:00:00,1004.38,68.5,66.4,92,3,220,,,,,,
2018-01-26 06:00:00,1008.74,65.3,62.6,90,0,0,,,,,,
2018-01-26 09:00:00,1007.85,71.6,64.9,79,0,0,,,,,,
2018-01-26 12:00:00,1004.72,73.8,63.9,71,2,270,,,,,,
2018-01-26 15:00:00,1003.04,74.3,66.2,75,2,90,,,,,,
2018-01-27 06:00:00,1007.18,67.1,65.8,95,2,270,,,,,,
2018-01-27 09:00:00,1006.84,76.1,62.6,63,3,270,,,,,,
2018-01-27 12:00:00,1003.60,82.4,62.4,50,2,90,,,,,,
2018-01-27 15:00:00,1002.04,78.8,63.1,58,8,160,,,,,,
2018-01-28 06:00:00,1007.07,69.4,67.3,92,0,0,,,,,,
2018-01-28 09:00:00,1006.28,78.1,66.7,68,5,180,,,,,,
2018-01-28 12:00:00,1003.27,79.7,63.5,57,2,110,,,,,,
2018-01-28 15:00:00,1002.37,77.7,66.9,69,2,90,,,,,,
2018-01-29 06:00:00,1007.07,69.8,66.4,88,2,340,,,,,,
2018-01-29 09:00:00,1006.40,80.2,64.0,57,0,0,,,,,,
2018-01-29 12:00:00,1003.16,83.3,63.3,51,3,90,,,,,,
2018-01-29 15:00:00,1002.37,77.4,67.5,71,3,160,,,,,,
2018-01-30 09:00:00,1006.17,82.0,57.0,42,6,290,,,,,,
2018-01-31 12:00:00,1003.27,86.7,57.0,36,4,90,,,,,,
2018-01-31 15:00:00,1002.93,81.3,61.9,51,2,110,,,,,,
2018-02-01 06:00:00,1006.84,69.8,60.4,72,3,290,,,,,,
2018-02-01 09:00:00,1005.39,80.6,62.6,54,3,320,,,,,,
2018-02-02 06:00:00,1005.61,70.2,65.8,86,2,270,,,,,,
2018-02-02 09:00:00,1005.17,82.0,62.1,50,2,180,,,,,,
2018-02-02 12:00:00,1002.82,82.4,62.8,51,8,160,,,,,,
2018-02-02 15:00:00,1002.15,79.7,68.4,68,4,160,,,,,,
2018-02-03 06:00:00,1006.73,70.7,67.3,88,2,140,,,,,,
2018-02-03 09:00:00,1006.06,82.4,64.9,55,2,70,,,,,,
2018-02-03 12:00:00,1003.04,86.9,59.9,40,2,90,,,,,,
2018-02-03 15:00:00,1002.37,84.9,63.7,49,3,180,,,,,,
2018-02-04 06:00:00,1006.06,70.7,63.0,76,2,70,,,,,,
2018-02-04 09:00:00,1005.39,82.8,59.4,45,2,250,,,,,,
2018-02-04 12:00:00,1002.48,86.9,59.7,40,2,180,,,,,,
2018-02-04 15:00:00,1002.26,83.1,60.4,46,2,160,,,,,,
2018-02-05 06:00:00,1005.39,72.5,63.7,73,0,0,,,,,,
2018-02-05 09:00:00,1004.61,84.2,58.6,42,2,250,,,,,,
2018-02-06 06:00:00,,72.0,64.8,78,2,250,,,,,,
2018-02-06 09:00:00,1005.05,84.2,61.0,45,4,270,,,,,,
2018-02-06 12:00:00,1002.15,84.2,59.9,44,3,160,,,,,,
2018-02-06 15:00:00,1001.48,79.5,62.2,55,3,180,,,,,,
2018-02-07 06:00:00,1005.17,73.4,70.7,91,2,270,,,,,,
2018-02-07 09:00:00,1004.94,83.3,65.8,55,2,200,,,,,,
2018-02-07 12:00:00,1002.26,79.7,67.1,65,5,180,,,,,,
2018-02-07 15:00:00,1001.70,77.0,66.2,69,4,180,,,,,,
2018-02-08 06:00:00,1005.61,72.5,71.2,95,0,0,,,,,,
2018-02-08 09:00:00,1004.94,82.4,67.6,61,8,180,,,,,,
2018-02-08 12:00:00,1001.93,84.0,64.0,51,6,180,,,,,,
2018-02-08 15:00:00,1001.59,82.4,63.5,52,2,160,,,,,,
2018-02-09 06:00:00,1006.17,68.9,67.6,95,0,0,,,,,,
2018-02-09 09:00:00,1005.95,71.6,64.9,79,3,270,,,,,,
2018-02-09 12:00:00,1002.48,77.9,61.7,57,3,270,,,,,,
2018-02-09 15:00:00,1001.37,77.0,63.5,63,0,0,,,,,,
2018-02-10 15:00:00,1000.58,81.3,65.5,58,3,160,,,,,,
2018-02-11 06:00:00,1006.95,70.7,64.0,79,0,0,,,,,,
2018-02-11 09:00:00,1005.95,83.3,59.0,43,2,320,,,,,,
2018-02-11 12:00:00,1003.04,86.0,59.0,40,4,230,,,,,,
2018-02-11 15:00:00,1002.71,78.8,65.3,63,6,180,,,,,,
2018-02-12 06:00:00,1008.07,70.5,68.2,92,2,290,,,,,,
2018-02-12 09:00:00,1007.40,81.5,65.1,57,2,290,,,,,,
2018-02-12 12:00:00,1005.05,79.7,67.6,66,4,160,,,,,,
2018-02-12 15:00:00,1004.72,77.9,63.1,60,3,230,,,,,,
2018-02-13 06:00:00,1008.52,71.6,66.2,83,3,250,,,,,,
2018-02-13 09:00:00,1008.07,81.3,62.8,53,4,70,,,,,,
2018-02-13 12:00:00,1005.50,85.3,65.3,51,5,180,,,,,,
2018-02-13 15:00:00,1003.94,81.3,64.0,55,4,160,,,,,,
2018-02-14 06:00:00,1007.63,73.4,68.0,83,2,250,,,,,,
2018-02-14 09:00:00,1007.29,83.3,65.8,55,3,70,,,,,,
2018-02-14 12:00:00,1004.61,84.2,60.3,44,2,180,,,,,,
2018-02-14 15:00:00,1003.94,78.8,68.9,71,6,180,,,,,,
2018-02-15 06:00:00,1007.07,72.5,68.5,87,2,250,,,,,,
2018-02-15 09:00:00,1006.73,85.1,58.1,40,4,160,,,,,,
2018-02-15 12:00:00,1003.60,87.8,62.2,42,3,290,,,,,,
2018-02-15 15:00:00,1003.16,82.0,63.7,53,6,160,,,,,,
2018-02-16 09:00:00,1007.07,84.9,60.1,43,4,160,,,,,,
2018-02-16 15:00:00,1003.04,83.1,61.5,48,4,160,,,,,,
2018-02-17 06:00:00,1007.07,75.2,67.1,75,2,180,,,,,,
2018-02-17 12:00:00,1002.71,88.7,64.4,44,7,180,,,,,,
2018-02-17 15:00:00,,84.2,61.3,46,2,160,,,,,,
2018-02-18 15:00:00,,77.7,66.9,69,0,0,,,,,,
2018-02-19 09:00:00,1006.62,74.3,64.9,72,2,200,,,,,,
2018-02-20 15:00:00,1001.70,79.5,63.7,58,4,180,,,,,,
2018-02-21 06:00:00,1006.62,67.1,65.8,95,0,0,,,,,,
2018-02-21 09:00:00,1007.29,69.1,65.3,87,2,180,,,,,,
2018-02-21 12:00:00,1003.27,76.1,65.3,69,2,290,,,,,,
2018-02-22 15:00:00,999.47,80.2,66.0,62,2,180,,,,,,
2018-02-23 06:00:00,1004.61,69.1,66.9,92,3,250,,,,,,
2018-02-23 09:00:00,1004.16,79.5,64.9,61,4,270,,,,,,
2018-02-23 12:00:00,1001.14,82.8,64.4,54,2,160,,,,,,
2018-02-23 15:00:00,1000.25,81.5,64.0,55,2,180,,,,,,
2018-02-24 09:00:00,1006.28,78.1,66.2,66,2,270,,,,,,
2018-02-25 15:00:00,1002.82,81.0,65.3,59,4,160,,,,,,
2018-02-26 06:00:00,1008.52,67.3,66.7,98,0,0,,,,,,
2018-02-26 09:00:00,1007.96,69.4,66.0,88,4,270,,,,,,
2018-02-26 12:00:00,1004.05,80.2,64.0,57,4,320,,,,,,
2018-02-28 06:00:00,1006.95,68.9,67.6,95,0,0,,,,,,
2018-02-28 15:00:00,1002.93,78.8,65.3,63,4,320,,,,,,
2018-03-01 06:00:00,1007.07,69.4,64.0,82,2,270,,,,,,
2018-03-01 09:00:00,1007.40,77.7,64.6,64,2,250,,,,,,
2018-03-01 12:00:00,1003.27,82.4,66.2,58,4,270,,,,,,
2018-03-01 15:00:00,1005.50,65.8,65.8,100,2,160,,,,,,
2018-03-02 09:00:00,,69.8,65.3,85,6,290,,,,,,
2018-03-02 12:00:00,1006.06,68.9,63.9,84,7,320,,,,,,
2018-03-03 06:00:00,1007.29,66.6,63.9,91,0,0,,,,,,
2018-03-03 09:00:00,,74.3,64.4,71,2,200,,,,,,
2018-03-03 12:00:00,1003.83,79.2,64.0,59,3,180,,,,,,
2018-03-03 15:00:00,1003.49,66.2,65.7,98,4,180,,,,,,
2018-03-04 06:00:00,1007.40,67.1,67.1,100,0,0,,,,,,
2018-03-04 09:00:00,1008.74,63.5,63.5,100,0,0,,,,,,
2018-03-04 12:00:00,1005.39,66.2,66.2,100,0,0,,,,,,
2018-03-04 15:00:00,1004.16,68.0,66.4,94,0,0,,,,,,
2018-03-07 06:00:00,1009.30,68.0,64.0,87,0,0,,,,,,
2018-03-07 09:00:00,1009.08,77.0,64.9,66,3,160,,,,,,
2018-03-07 12:00:00,1006.06,80.6,64.9,59,2,180,,,,,,
2018-03-07 15:00:00,1004.38,79.7,65.5,61,6,250,,,,,,
2018-03-08 06:00:00,1008.85,70.7,66.7,87,2,110,,,,,,
2018-03-09 09:00:00,,80.6,67.6,64,4,90,,,,,,
2018-03-09 12:00:00,1003.27,78.8,68.0,69,6,160,,,,,,
2018-03-09 15:00:00,1002.04,79.7,66.0,63,2,160,,,,,,
2018-03-10 12:00:00,1004.27,77.0,63.5,63,4,160,,,,,,
2018-03-10 15:00:00,1002.71,74.7,62.1,64,5,160,,,,,,
2018-03-11 06:00:00,1008.41,65.8,63.7,92,0,0,,,,,,
2018-03-11 09:00:00,1008.30,73.4,63.1,70,2,270,,,,,,
2018-03-11 15:00:00,1003.49,80.6,63.9,56,2,270,,,,,,
2018-03-12 15:00:00,1005.17,77.7,64.2,63,0,0,,,,,,
2018-03-13 06:00:00,1008.85,68.9,67.6,95,0,0,,,,,,
2018-03-13 09:00:00,1008.97,73.4,66.9,80,3,320,,,,,,
2018-03-13 12:00:00,1006.40,76.6,66.4,70,8,180,,,,,,
2018-03-13 15:00:00,1005.50,73.4,65.3,75,2,180,,,,,,
2018-03-14 06:00:00,1007.63,70.7,69.4,95,0,0,,,,,,
2018-03-14 09:00:00,1007.07,79.2,65.7,63,3,160,,,,,,
2018-03-14 15:00:00,1002.37,74.1,67.1,78,2,180,,,,,,
2018-03-15 09:00:00,1008.97,66.2,66.2,100,4,70,,,,,,
2018-03-15 15:00:00,1005.05,67.6,66.0,94,0,0,,,,,,
2018-03-16 06:00:00,,68.9,64.9,87,0,0,,,,,,
2018-03-16 12:00:00,1005.17,77.0,67.6,72,3,160,,,,,,
2018-03-16 15:00:00,1003.49,75.6,65.7,71,2,180,,,,,,
2018-03-17 09:00:00,1006.51,77.9,65.8,66,3,160,,,,,,
2018-03-18 15:00:00,1002.04,68.4,67.3,96,0,0,,,,,,
2018-03-19 09:00:00,1008.74,69.8,65.8,87,0,0,,,,,,
2018-03-19 15:00:00,1003.49,73.4,65.3,75,4,270,,,,,,
2018-03-20 12:00:00,1004.50,79.7,66.2,63,3,140,,,,,,
2018-03-21 06:00:00,1009.41,66.2,66.2,100,0,0,,,,,,
2018-03-22 09:00:00,1008.97,79.5,65.5,62,2,180,,,,,,
2018-03-22 12:00:00,1006.51,79.7,64.9,60,2,140,,,,,,
2018-03-22 15:00:00,1004.38,77.0,65.8,68,0,0,,,,,,
2018-03-23 12:00:00,1003.83,82.4,66.2,58,5,180,,,,,,
2018-03-24 15:00:00,1002.60,79.5,66.6,64,0,0,,,,,,
2018-03-25 06:00:00,1008.07,66.9,64.6,92,0,0,,,,,,
2018-03-25 09:00:00,1007.51,78.4,64.4,62,3,270,,,,,,
2018-03-25 15:00:00,1004.61,77.7,63.7,62,0,0,,,,,,
2018-03-26 06:00:00,1008.74,68.9,67.6,95,2,110,,,,,,
2018-03-26 12:00:00,1004.94,79.7,63.5,57,5,160,,,,,,
2018-03-26 15:00:00,1004.61,78.8,62.1,56,3,160,,,,,,
2018-03-28 06:00:00,1006.28,66.2,66.2,100,4,230,,,,,,
2018-03-28 09:00:00,1006.40,76.3,64.9,68,0,0,,,,,,
2018-03-28 12:00:00,1003.94,79.5,63.7,58,0,0,,,,,,
2018-03-28 15:00:00,1002.82,77.9,64.4,63,2,180,,,,,,
